"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"09-Jun-2025","EQ","241.78","244.12","240.50","240.06","243.20","242.80","242.67","345.00","205.00","77,19,525","1,87,32,94,413.83","95,568"
"06-Jun-2025","EQ","237.79","240.47","237.51","237.77","240.08","240.06","239.20","345.00","205.00","59,85,346","1,43,16,76,795.21","97,720"
"05-Jun-2025","EQ","238.05","239.62","236.22","238.05","238.20","237.77","237.70","345.00","205.00","89,41,808","2,12,54,70,515.81","88,113"
"04-Jun-2025","EQ","238.00","238.50","235.50","237.27","237.58","238.05","237.13","345.00","205.00","67,33,580","1,59,67,18,321.43","91,950"
"03-Jun-2025","EQ","240.50","241.05","236.60","238.31","237.25","237.27","238.11","345.00","205.00","95,15,918","2,26,58,52,870.51","91,713"
"02-Jun-2025","EQ","239.00","240.09","237.66","239.40","238.04","238.31","238.47","345.00","205.00","62,78,145","1,49,71,58,105.50","72,412"
"30-May-2025","EQ","243.04","245.19","238.89","243.04","239.20","239.40","240.55","345.00","205.00","1,01,08,840","2,43,17,26,489.61","69,599"
"29-May-2025","EQ","243.60","244.60","241.35","242.67","244.45","243.04","242.65","345.00","205.00","1,29,38,112","3,13,93,96,717.13","1,11,667"
"28-May-2025","EQ","244.64","245.34","241.30","244.54","243.09","242.67","242.62","345.00","205.00","73,85,958","1,79,20,13,702.59","67,140"
"27-May-2025","EQ","246.85","246.85","242.92","245.94","244.60","244.54","244.38","345.00","205.00","97,12,093","2,37,34,63,288.04","87,108"
"26-May-2025","EQ","245.30","247.13","244.81","244.24","245.85","245.94","246.11","345.00","205.00","71,59,571","1,76,20,63,023.99","65,524"
"23-May-2025","EQ","242.50","244.68","240.15","241.67","244.22","244.24","243.28","345.00","205.00","87,25,218","2,12,26,53,231.15","67,650"
"22-May-2025","EQ","248.68","250.48","239.61","248.68","242.10","241.67","243.26","345.00","205.00","1,85,02,235","4,50,07,64,143.06","1,77,563"
"21-May-2025","EQ","251.50","251.95","247.76","249.26","248.99","248.68","249.29","345.00","205.00","71,58,307","1,78,45,08,651.20","68,648"
"20-May-2025","EQ","246.79","252.70","246.79","246.58","249.05","249.26","250.24","345.00","205.00","1,31,83,059","3,29,88,70,473.91","1,16,172"
"19-May-2025","EQ","248.00","249.45","244.91","247.27","246.50","246.58","246.75","345.00","205.00","80,43,270","1,98,47,16,368.07","89,042"
"16-May-2025","EQ","247.06","249.39","246.20","247.61","247.20","247.27","247.60","345.00","205.00","80,30,229","1,98,83,00,451.34","94,905"
"15-May-2025","EQ","244.95","248.92","242.30","246.01","246.98","247.61","245.88","345.00","205.00","1,68,12,750","4,13,39,78,297.16","1,32,867"
"14-May-2025","EQ","241.16","246.90","241.16","241.16","246.04","246.01","245.21","345.00","205.00","82,34,859","2,01,92,40,083.08","91,451"
"13-May-2025","EQ","244.15","245.29","240.29","244.02","241.00","241.16","242.06","345.00","205.00","93,36,026","2,25,98,46,287.58","1,37,918"
"12-May-2025","EQ","239.00","244.60","238.11","234.96","244.00","244.02","242.85","345.00","205.00","1,13,74,237","2,76,22,38,440.15","1,19,839"
