"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"09-Jun-2025","EQ","298.00","301.15","296.15","295.80","300.45","300.50","299.29","366.25","247.30","86,66,186","2,59,36,60,187.65","76,662"
"06-Jun-2025","EQ","293.55","297.00","292.95","294.25","295.50","295.80","295.23","366.25","247.30","79,35,393","2,34,27,28,499.65","76,668"
"05-Jun-2025","EQ","291.00","295.25","290.10","288.55","294.35","294.25","293.83","366.25","247.30","1,31,10,486","3,85,22,51,033.05","1,01,636"
"04-Jun-2025","EQ","288.25","289.80","287.05","288.25","288.90","288.55","288.64","366.25","247.30","85,80,196","2,47,66,21,402.95","81,283"
"03-Jun-2025","EQ","292.50","295.40","287.75","293.05","288.15","288.25","289.69","366.25","247.30","1,09,89,055","3,18,34,13,046.90","1,15,659"
"02-Jun-2025","EQ","290.30","293.65","288.40","289.75","292.80","293.05","291.96","366.25","247.30","72,55,782","2,11,84,29,441.50","59,158"
"30-May-2025","EQ","292.00","294.65","288.25","293.10","289.70","289.75","290.50","366.25","247.30","2,17,88,566","6,32,95,59,150.50","83,053"
"29-May-2025","EQ","291.35","293.90","291.35","291.15","293.15","293.10","292.66","366.25","247.30","97,73,818","2,86,04,35,348.00","1,00,815"
"28-May-2025","EQ","294.55","295.65","290.50","294.55","291.20","291.15","292.75","366.25","247.30","1,00,99,453","2,95,66,19,269.30","97,584"
"27-May-2025","EQ","297.00","297.60","292.20","296.70","295.15","294.55","294.14","366.25","247.30","1,70,74,710","5,02,22,75,548.15","1,34,202"
"26-May-2025","EQ","300.05","303.80","295.75","298.10","296.70","296.70","299.10","366.25","247.30","1,64,69,130","4,92,59,77,340.20","97,346"
"23-May-2025","EQ","292.00","298.75","291.75","290.90","298.05","298.10","296.86","366.25","247.30","98,72,024","2,93,06,34,400.35","86,422"
"22-May-2025","EQ","295.90","296.35","286.55","296.15","292.00","290.90","289.37","366.25","247.30","2,61,58,839","7,56,95,73,968.15","1,54,753"
"21-May-2025","EQ","297.75","302.25","295.65","297.90","296.10","296.15","298.15","366.25","247.30","1,19,97,632","3,57,71,47,000.75","81,440"
"20-May-2025","EQ","304.40","305.30","297.10","304.05","298.30","297.90","300.83","366.25","247.30","2,13,39,095","6,41,94,28,636.75","1,16,927"
"19-May-2025","EQ","302.00","304.50","299.00","300.20","304.25","304.05","302.79","366.25","247.30","1,25,75,289","3,80,76,57,410.75","1,13,440"
"16-May-2025","EQ","300.00","302.20","295.50","299.65","300.10","300.20","299.22","366.25","247.30","1,67,63,668","5,01,60,70,164.75","82,803"
"15-May-2025","EQ","295.90","300.40","291.05","295.95","299.05","299.65","295.24","366.25","247.30","2,26,40,626","6,68,45,04,136.90","1,55,077"
"14-May-2025","EQ","299.20","300.55","294.05","298.45","296.30","295.95","296.57","366.25","247.30","1,03,59,258","3,07,22,82,665.40","1,42,377"
"13-May-2025","EQ","305.00","308.75","298.00","309.05","299.20","298.45","300.94","366.25","247.30","1,79,88,336","5,41,34,37,342.60","1,45,778"
"12-May-2025","EQ","304.05","311.10","304.05","299.30","309.90","309.05","308.84","366.25","247.30","71,45,884","2,20,69,15,356.45","44,608"
"09-May-2025","EQ","300.00","303.05","296.40","308.25","299.80","299.30","299.79","366.25","247.30","1,19,81,497","3,59,19,52,620.15","1,07,554"
"08-May-2025","EQ","313.40","317.40","304.00","311.10","305.30","308.25","311.34","366.25","247.30","1,92,53,478","5,99,44,17,819.00","1,24,387"
"07-May-2025","EQ","308.00","313.15","307.00","307.60","311.40","311.10","310.93","366.25","247.30","1,46,79,327","4,56,41,89,210.60","83,260"
"06-May-2025","EQ","307.60","310.45","305.55","308.20","307.45","307.60","307.07","366.25","247.30","91,24,804","2,80,19,11,852.70","83,665"
"05-May-2025","EQ","304.80","310.70","304.65","303.95","309.00","308.20","308.68","366.25","247.30","43,42,960","1,34,05,74,521.55","75,825"
"02-May-2025","EQ","305.50","309.00","302.30","307.45","303.95","303.95","304.91","366.25","247.30","84,28,889","2,57,00,36,358.25","63,862"
"30-Apr-2025","EQ","304.45","310.00","301.90","302.95","305.20","307.45","307.80","366.25","247.30","1,76,19,987","5,42,33,57,571.10","1,06,364"
"29-Apr-2025","EQ","308.55","310.80","301.20","308.55","304.05","302.95","303.57","366.25","247.30","1,46,78,005","4,45,57,36,751.40","92,051"
"28-Apr-2025","EQ","304.20","310.95","303.55","306.50","308.45","308.55","308.62","366.25","247.30","73,14,824","2,25,75,14,385.85","71,770"
"25-Apr-2025","EQ","313.00","315.40","303.40","314.40","305.30","306.50","307.35","366.25","247.30","1,14,75,773","3,52,70,49,063.35","89,081"
"24-Apr-2025","EQ","314.90","315.85","312.85","314.95","314.00","314.40","314.50","366.25","247.30","80,21,180","2,52,26,73,494.85","54,066"
"23-Apr-2025","EQ","314.15","316.10","309.45","312.55","314.05","314.95","312.87","366.25","247.30","82,25,575","2,57,35,43,571.00","1,03,137"
"22-Apr-2025","EQ","319.75","319.75","312.10","320.00","313.25","312.55","314.43","366.25","247.30","1,00,27,332","3,15,29,23,462.15","96,337"
"21-Apr-2025","EQ","310.00","322.00","308.45","309.00","320.00","320.00","317.50","366.25","247.30","1,33,69,014","4,24,46,49,387.05","96,683"
"17-Apr-2025","EQ","305.45","309.80","302.00","305.75","308.45","309.00","307.27","366.25","247.30","85,28,993","2,62,06,73,197.10","87,281"
"16-Apr-2025","EQ","304.45","307.00","302.80","304.55","305.50","305.75","305.55","366.25","247.30","70,32,401","2,14,87,21,779.50","74,562"
"15-Apr-2025","EQ","307.20","310.45","303.70","304.10","305.00","304.55","306.53","366.25","247.30","1,65,63,441","5,07,72,74,084.70","97,877"
"11-Apr-2025","EQ","293.25","305.00","293.25","293.40","303.95","304.10","301.18","366.25","247.30","1,98,31,004","5,97,26,19,745.70","1,14,026"
"09-Apr-2025","EQ","289.95","299.50","289.30","288.95","294.10","293.40","295.02","366.25","247.30","2,13,42,531","6,29,63,91,245.85","1,33,278"
"08-Apr-2025","EQ","291.95","294.00","284.65","289.40","289.15","288.95","288.52","366.25","247.30","2,08,31,596","6,01,02,87,712.45","1,52,056"
"07-Apr-2025","EQ","283.60","293.90","282.30","293.90","290.65","289.40","289.42","366.25","247.30","2,28,47,548","6,61,24,93,598.40","2,03,234"
"04-Apr-2025","EQ","300.00","300.90","292.10","299.10","294.30","293.90","296.60","366.25","247.30","2,10,20,875","6,23,47,90,959.50","1,33,590"
"03-Apr-2025","EQ","289.35","299.95","285.10","286.75","299.95","299.10","295.98","366.25","247.30","2,34,78,876","6,94,93,93,423.50","1,40,068"
"02-Apr-2025","EQ","286.85","289.75","284.50","289.30","287.05","286.75","286.77","366.25","247.30","1,16,79,536","3,34,93,21,684.80","1,13,481"
"01-Apr-2025","EQ","289.60","296.95","287.00","290.35","289.10","289.30","291.44","366.25","247.30","1,16,03,556","3,38,17,82,683.90","97,251"
"28-Mar-2025","EQ","293.90","294.25","288.30","295.50","290.40","290.35","290.37","366.25","247.30","1,08,34,900","3,14,61,44,482.65","84,913"
"27-Mar-2025","EQ","289.00","297.25","289.00","290.85","292.30","295.50","294.85","366.25","247.30","3,72,03,166","10,96,95,17,758.35","1,18,070"
"26-Mar-2025","EQ","291.70","296.75","289.55","291.00","292.30","290.85","293.16","366.25","247.30","2,03,67,015","5,97,08,50,517.00","1,20,241"
"25-Mar-2025","EQ","291.00","295.25","287.65","291.85","289.55","291.00","291.52","366.25","247.30","1,69,83,852","4,95,10,98,425.90","1,23,952"
"24-Mar-2025","EQ","285.00","293.95","284.45","283.10","292.00","291.85","291.02","366.25","247.30","1,99,66,817","5,81,07,55,612.85","1,19,746"
"21-Mar-2025","EQ","281.00","285.15","280.05","280.35","284.05","283.10","283.08","366.25","247.30","2,60,03,527","7,36,10,82,045.20","1,02,033"
"20-Mar-2025","EQ","283.50","283.55","277.05","277.20","279.60","280.35","279.70","366.25","247.30","1,37,10,249","3,83,47,21,916.90","77,434"
"19-Mar-2025","EQ","272.00","278.30","269.80","270.80","276.70","277.20","275.63","366.25","247.30","1,30,89,950","3,60,79,34,084.50","85,348"
"18-Mar-2025","EQ","269.15","272.40","267.30","267.35","270.50","270.80","270.60","366.25","247.30","88,99,126","2,40,80,60,867.35","75,535"
"17-Mar-2025","EQ","270.00","270.65","264.95","267.65","267.05","267.35","267.27","366.25","247.30","1,19,87,667","3,20,39,25,783.15","74,263"
"13-Mar-2025","EQ","269.80","270.65","265.50","267.10","268.05","267.65","267.84","366.25","247.30","92,70,442","2,48,29,67,648.65","69,626"
"12-Mar-2025","EQ","270.70","272.40","263.60","267.30","267.40","267.10","267.05","366.25","247.30","1,18,75,548","3,17,13,20,067.00","83,541"
"11-Mar-2025","EQ","270.00","271.85","265.85","271.30","267.65","267.30","268.01","366.25","247.30","92,55,499","2,48,05,56,092.00","91,202"
"10-Mar-2025","EQ","261.05","274.25","261.05","263.30","271.25","271.30","271.04","366.25","247.30","3,02,33,763","8,19,46,24,247.25","1,66,981"
"07-Mar-2025","EQ","266.00","268.65","261.60","266.65","263.40","263.30","263.86","366.25","247.30","1,00,43,068","2,64,99,75,956.60","1,09,981"
