"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"09-Jun-2025","EQ","157.69","158.20","156.82","157.49","157.30","157.32","157.52","184.60","122.62","1,53,15,437","2,41,24,61,355.70","1,27,577"
"06-Jun-2025","EQ","155.70","157.88","154.25","157.97","157.55","157.49","156.38","184.60","122.62","2,58,04,151","4,03,52,14,926.14","1,33,400"
"05-Jun-2025","EQ","158.86","159.09","157.05","158.18","158.05","157.97","157.93","184.60","122.62","2,37,08,504","3,74,43,25,538.10","1,22,241"
"04-Jun-2025","EQ","157.50","158.98","156.81","157.35","158.40","158.18","158.01","184.60","122.62","1,66,60,138","2,63,25,49,264.24","1,29,263"
"03-Jun-2025","EQ","159.04","160.65","157.17","159.04","157.39","157.35","158.36","184.60","122.62","2,83,98,746","4,49,71,79,711.39","1,56,056"
"02-Jun-2025","EQ","159.00","160.12","157.30","161.02","159.12","159.04","158.87","184.60","122.62","3,13,65,564","4,98,30,82,554.34","1,69,213"
"30-May-2025","EQ","163.11","163.89","160.51","163.12","161.00","161.02","161.30","184.60","122.62","3,27,39,340","5,28,07,69,846.88","1,51,091"
"29-May-2025","EQ","162.19","163.95","161.50","161.24","163.15","163.12","162.87","184.60","122.62","2,64,55,081","4,30,87,11,010.73","1,92,455"
"28-May-2025","EQ","162.40","162.69","160.65","161.66","161.06","161.24","161.30","184.60","122.62","1,30,44,476","2,10,40,98,511.17","91,891"
"27-May-2025","EQ","162.51","163.90","160.62","162.51","161.76","161.66","162.06","184.60","122.62","2,32,96,776","3,77,55,35,758.64","1,77,933"
"26-May-2025","EQ","163.10","165.55","162.05","162.97","162.37","162.51","163.34","184.60","122.62","2,55,81,584","4,17,85,34,087.15","1,64,313"
"23-May-2025","EQ","161.60","163.53","161.50","161.29","163.10","162.97","162.62","184.60","122.62","2,94,83,665","4,79,46,11,681.16","1,83,753"
"22-May-2025","EQ","160.98","163.60","160.36","161.64","161.50","161.29","162.03","184.60","122.62","6,07,15,453","9,83,76,42,663.43","2,62,828"
"21-May-2025","EQ","159.45","161.85","158.53","158.69","161.75","161.64","160.74","184.60","122.62","3,60,44,599","5,79,36,34,967.30","2,21,401"
"20-May-2025","EQ","158.35","162.10","158.00","157.57","159.59","158.69","159.87","184.60","122.62","5,80,61,639","9,28,25,78,000.22","2,71,597"
"19-May-2025","EQ","158.00","158.14","156.13","157.55","157.25","157.57","157.15","184.60","122.62","2,18,39,582","3,43,21,07,324.54","1,38,964"
"16-May-2025","EQ","157.35","158.15","157.00","157.35","157.40","157.55","157.53","184.60","122.62","2,28,84,754","3,60,49,83,002.25","1,62,033"
"15-May-2025","EQ","155.50","157.84","154.30","155.31","157.19","157.35","156.79","184.60","122.62","5,70,66,105","8,94,72,11,738.95","2,73,956"
"14-May-2025","EQ","151.00","157.15","151.00","149.43","155.30","155.31","155.49","184.60","122.62","6,00,02,060","9,33,00,07,517.78","2,90,806"
"13-May-2025","EQ","152.00","152.99","149.01","151.63","149.60","149.43","150.33","184.60","122.62","5,43,89,876","8,17,64,31,830.42","2,66,505"
"12-May-2025","EQ","145.61","151.95","144.50","142.78","150.95","151.63","149.79","184.60","122.62","4,70,87,413","7,05,33,42,672.26","2,33,295"
"09-May-2025","EQ","140.99","143.27","140.51","143.67","142.80","142.78","142.22","184.60","122.62","2,18,75,453","3,11,10,85,069.45","1,45,961"
"08-May-2025","EQ","146.00","146.66","142.85","146.00","143.28","143.67","144.24","184.60","122.62","2,96,87,927","4,28,22,62,715.18","1,54,433"
"07-May-2025","EQ","142.20","146.95","142.20","144.44","145.70","146.00","145.11","184.60","122.62","3,46,74,594","5,03,17,39,767.38","1,92,575"
"06-May-2025","EQ","142.08","145.40","141.54","142.08","144.03","144.44","143.99","184.60","122.62","4,26,58,262","6,14,23,62,668.10","2,30,798"
"05-May-2025","EQ","141.57","142.70","141.20","141.18","142.10","142.08","142.08","184.60","122.62","1,72,13,477","2,44,56,79,467.61","1,10,720"
"02-May-2025","EQ","140.00","143.10","139.45","140.08","141.01","141.18","141.52","184.60","122.62","3,48,52,288","4,93,23,73,274.49","2,13,141"
"30-Apr-2025","EQ","141.45","141.56","138.00","141.50","139.56","140.08","140.63","184.60","122.62","2,92,05,042","4,10,72,41,617.98","1,49,767"
"29-Apr-2025","EQ","142.07","143.30","140.92","142.07","141.56","141.50","141.93","184.60","122.62","2,57,58,449","3,65,59,94,014.18","1,62,820"
"28-Apr-2025","EQ","138.54","142.60","138.38","138.85","141.99","142.07","141.25","184.60","122.62","2,69,71,589","3,80,96,14,109.69","1,60,043"
"25-Apr-2025","EQ","142.00","143.45","138.02","141.52","138.54","138.85","139.96","184.60","122.62","3,77,64,696","5,28,56,18,336.86","1,98,899"
"24-Apr-2025","EQ","140.70","141.88","140.28","141.16","141.44","141.52","141.36","184.60","122.62","2,30,61,444","3,26,00,00,657.11","1,26,453"
